x07,x09,x10,x11,x21,response
0.11177674302086234,0.5676660403162241,0.3963815465569496,0.583877710968256,0.8107881807982922,-0.2921844330489376
0.25100882231630384,0.043362320512533185,0.6182609052229673,0.5365321598891168,0.7366384732350707,0.693360199601943
0.6594623510725797,0.6639066490493715,0.04890394332073629,0.4897631740886718,0.3697625163365155,-0.24931283893669853
0.9491851556785404,0.6520742444079369,0.2698196475319564,0.3065275756828487,0.9267684678938239,0.3780851011994868
0.6680492477659136,0.7814606896899641,0.22355536741018295,0.11211527808755636,0.7161686639934778,0.747144788627573
0.08659711699560285,0.10662440720945597,0.021462093360722065,0.3009419219698757,0.48521468666382134,0.44491548251911706
0.38364980382844804,0.7698680998459458,0.8666374769918621,0.47870455850847066,0.4891602469813079,-0.3646717627278203
0.5993821951355786,0.7606951573137194,0.7894885299038142,0.4557412109207362,0.05309235280193388,-0.28360491190742043
0.38736412215046584,0.6224411178138107,0.4020831000432372,0.20525694654136897,0.4606603868789971,0.6918005162670096
0.3731456580068916,0.15220166045799852,0.6805148495603353,0.2798467725012451,0.7355152450837195,0.7964241698043524
0.713576674003154,0.5175313647203147,0.3386386325713247,0.6774204406943172,0.2885818658657372,-0.35702213434027197
0.7438486866541207,0.5050085327960551,0.2910333929471672,0.5188263547103852,0.1506363643221557,0.06835598614716476
0.4613669746872038,0.44562327942065894,0.1270765943210572,0.8356955191604793,0.893602340567857,-0.5057774332713885
0.9795481197293848,0.7592810139022768,0.256947195885703,0.3524462566431612,0.7096578618083149,-0.005568305096049553
0.7909479594044387,0.33603930826112627,0.6780656889807433,0.19825584558211268,0.45195015344955025,0.9922885091152724
0.3169217288680375,0.09884857633896173,0.06772361481003464,0.8903915425390005,0.9605702014956623,0.5053225184116232
0.6777795793153346,0.01711491513065994,0.134238571498543,0.24683929922245443,0.5147555451095104,0.17829214112438452
0.538874428929761,0.3755083429813385,0.005096427449956536,0.14670873567461967,0.17209017337858676,0.5204303905428831
0.6354973378423602,0.46145528498850763,0.24726443974487483,0.09743205858208238,0.9061147518754006,0.8555939145614864
0.09082819266989828,0.23224274598248304,0.1602794298939407,0.3767282863371074,0.004908450670540332,0.7082146300108136
0.04015762505307793,0.13939841956272722,0.17664195691049098,0.1640569985024631,0.13228054550103843,0.40312958536049237
0.14993834260292352,0.5891172734182328,0.6289745317157358,0.7028697812054306,0.9596190206017345,-0.5989764682970908
0.2609788939282298,0.4699952297862619,0.8889186631962657,0.22712552957423032,0.5593420225493609,0.9463398768394253
0.42753560225479303,0.7045310476273299,0.8876445522550493,0.2635486962199211,0.7734504592642188,0.5197143234133081
0.8724402763154357,0.5737569251619279,0.05862381960079074,0.8459784085024148,0.991526163900271,-0.9039161465620427
0.521744149249047,0.029938024224713446,0.4550212090630084,0.38764252398349347,0.6161978680714965,0.549593553469133
0.22615147469006477,0.6862328319791704,0.3817090129461139,0.6639046584237367,0.6561362149622292,-0.8396839701600678
0.4745326729565859,0.8420327778775245,0.5076731836460531,0.7962700211908669,0.5891505831684917,-1.4306473144619851
0.8713808514401317,0.5383694019168616,0.6384978092201055,0.8535502634607256,0.3375274064466357,-0.6163707540537873
0.491521300425753,0.39087831534817813,0.462536534929648,0.21850048459693788,0.14390016385167836,0.8666087176580333
0.3551353507246822,0.5449281561020761,0.9041409064624458,0.37070226032286885,0.5986036764830351,0.4649514145726209
0.8063011015504599,0.7310050189103932,0.9415265492182225,0.42886282549612226,0.3083806738629937,0.04292574191341769
0.6868633983172476,0.986853871230036,0.5464436878450215,0.8608277352321893,0.4426124576386064,-1.7348868464176497
0.42082888548634945,0.48998989048600194,0.029913230625912546,0.7521205923296511,0.32496489997394384,-0.46830029143519103
0.9588974741213023,0.22789428558200597,0.2759032112378627,0.4166768351849168,0.5231891905609518,0.6374888791408542
0.36587989278323946,0.19957900461927056,0.3640068425126374,0.05628688503243029,0.7568955163192004,0.5559095610391664
0.04888545867800713,0.697265801222995,0.5612564349714667,0.026148353405296802,0.20227060269005598,1.153361970009179
0.1743697579745203,0.39563209081813694,0.6117296222671866,0.46864068455807867,0.21065506296232342,0.4466196801278195
0.5900527886301279,0.3129130675215274,0.1754890401996672,0.8012296112347395,0.3323032414633781,0.0013943623254444315
0.28132573661394417,0.9168858463224023,0.22748864655569195,0.7659822998363525,0.11908670342154801,-1.5768318205796568
0.27310502305813134,0.35621286499500276,0.34963823232986035,0.16951011743210256,0.832421530103311,0.8324047285635126
0.5799364295620472,0.4531491123996675,0.47702840317972006,0.15582704127393662,0.6414081828296184,0.9616303996372784
0.9074418055713177,0.7210315218828619,0.9174828823115677,0.9668904916942119,0.6684241407457739,-1.0396124272635725
0.8935716690942646,0.25822583072446287,0.5169224261902273,0.7401242186706514,0.0982946798056364,0.29522434701378386
0.13203549048490823,0.8206564064323902,0.6413337675165385,0.18312232842482626,0.2519780144318938,0.42499203287871
0.20266874597966672,0.5996348940562457,0.20726843881234527,0.3384608779530972,0.4737812163699418,0.3180767789722634
0.11441461811959744,0.8311286799702793,0.48495820578187704,0.3978300577830523,0.9328809474408627,-0.4098533384820282
0.7936430783551186,0.9047517665997148,0.5878479859363288,0.5744720113165677,0.09254209217615425,-1.0167375702714263
0.14129153672605754,0.8568821934126317,0.5925701976697892,0.8772059608362615,0.43935313413478433,-1.5996399314263823
0.33350535425916317,0.3215722310729325,0.2878994091618806,0.7241101828161627,0.07051088342443108,0.11393140635447896
0.4674645531922579,0.1823026820141822,0.4881289119981229,0.6157882560994477,0.3133020154815167,0.5963543246250398
0.16522641380690037,0.6267804127130657,0.46989181533269586,0.7712841447684914,0.6763268499411642,-0.9136896761554666
0.0378356432300061,0.8867504231352359,0.07498274505510927,0.6231020449381321,0.2401924190428108,-1.153847921719134
0.12553415138088167,0.12130414049327373,0.8974524126760661,0.008775845043361187,0.19211202226392926,0.8942398836874608
0.23344761756807567,0.9813560359422118,0.7064612439144403,0.0012131391391158105,0.41010223020613196,0.9705193480188883
0.446096810311079,0.7849574238583445,0.31078470589593055,0.5546310943458229,0.866272994576022,-0.7718066745269014
0.6964199786037206,0.7386571285594254,0.7564810556415469,0.03874102398194373,0.9773504775781184,1.3106226239889598
0.5750849377773702,0.6653866199124604,0.31946157580427825,0.9099310630783438,0.6035022453460842,-1.2773199803965967
0.06216083777882159,0.20939702989347278,0.5307083719763905,0.9571022626180202,0.8747115468382836,0.08496243431019002
0.6247935089003295,0.8536852110661566,0.9631408800799399,0.34839884616434574,0.8204987521599978,0.034735110513401946
0.762233848201111,0.6015115120988339,0.2087458987068385,0.21161191974952817,0.42277613071538506,0.6528943576237358
0.6495696495585144,0.2931649073455483,0.38525818429887293,0.6390087539609521,0.881442967440933,0.3729769740756659
0.9728551383633166,0.8321507513877004,0.9548198879547417,0.18755259484425188,0.26073485041223465,0.7699450998752697
0.8392250992078334,0.27695334172993896,0.8599062818810344,0.5105725918374956,0.5361012442521751,0.6467489720267938
0.22331326472945512,0.7496570686139167,0.43652071050740776,0.6703757485561073,0.6364724764022976,-1.0131324673854092
0.9624751228634268,0.9547099664770067,0.7221912869773806,0.6818760086670518,0.34643405031971636,-1.23195175132026
0.9399259916469455,0.1479842582102865,0.849383375024423,0.8676904357224703,0.36270720620080826,0.4159952436312196
0.5479232974983752,0.6761345593556761,0.539594525815919,0.33330834382772445,0.579580299044028,0.2375534041080476
0.748083197683096,0.06939994263462722,0.4112901408467442,0.28063849767670035,0.5021337783299387,0.4899947789256367
0.8846682348754257,0.6393435148242861,0.5821926041152328,0.7194521036967635,0.7244402381759137,-0.6737819930468925
0.8131679374743253,0.05250746744684875,0.9872468569725752,0.4847227686196566,0.22330075890943407,0.5841846734554352
0.3049796690884978,0.9635816438421607,0.8144290390908718,0.9515297022145242,0.18723482350073756,-1.742964630617965
0.8268467882219702,0.24817520181834699,0.7659352680016309,0.23527954748645424,0.38418766084499656,0.9330207036610842
0.6047094993833453,0.13014053686521948,0.8258449153024703,0.8282746508773416,0.9375886254478246,0.45115260398122614
0.3988918925635517,0.6916450099889189,0.9937919406332075,0.7310213731136173,0.3770707815121859,-0.6857576997090267
0.8486220536287874,0.8707497091870755,0.42405450947582723,0.09080947363376618,0.5734884882569313,0.8093178675608588
0.1940326919518411,0.08939303453266621,0.8376569053158164,0.4399965352602303,0.9195974077973514,0.7379850247940354
0.6194822454676032,0.41513285427726804,0.5726979351975023,0.4427506941538304,0.06247633822262287,0.48543101078777906
0.2683335302695632,0.8001265493258833,0.6699013899881393,0.7872607120331376,0.5660605716761201,-1.2846678558962745
0.9841826530359685,0.8732377832792699,0.440867648979649,0.882244994720444,0.270410466639325,-1.5941467025637246
0.5668187011033297,0.28385166345350443,0.8061630914360285,0.06925409825891256,0.6921388213001192,1.108274052581708
