run_id,x01,x02,x03,x04,x05,x06,x07,x08,x09,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43
1,0.9852359448915006,0.8133164617638139,0.8543188341052096,0.40689187806124144,0.7884340915468097,0.5681188212987986,0.2861403852647644,0.38792580240357843,0.6055007540724314,0.9971580281975776,0.2391042222282593,0.9511575710523892,0.7411558324865574,0.2944285508639388,0.5488865380273137,0.04309077464201274,0.6072163061407579,0.3873972527808325,0.5735429096333142,0.3406258968334977,0.8136034271717358,0.2638314840106062,0.38422692912988027,0.7377851498287533,0.9812827681942677,0.8425661519637226,0.9437901238089368,0.4513813512983388,0.13943478396485898,0.8260706788400032,0.9525112120169277,0.040867082512500846,0.6851205594200154,0.6188147609360984,0.7036027531556285,0.34883336036167506,0.06719449389522172,0.6574851886823028,0.32414768936871763,0.005055853861732197,0.5064933363114691,0.5784852263851773,0.12858285551420512
2,0.7665392064886598,0.40903975342730176,0.5929418439485439,0.6540791156007714,0.2946068794698063,0.5604412740823769,0.9422600820428714,0.3147583336540475,0.035123554148204256,0.9005034470486186,0.7724109449301028,0.6493931076863231,0.5215184977457185,0.7718316985354254,0.762382083090364,0.31195836407487476,0.6907816133851998,0.910166497774309,0.3231351424963434,0.676583878005283,0.640619089315639,0.6377933052053321,0.3365798158504229,0.9669225623066453,0.10882754888374968,0.8392754480801221,0.9524042933507435,0.8655893272324503,0.4730207950758633,0.43730172694302893,0.6547005550428361,0.21303409599869627,0.7723855958138756,0.14168232110347842,0.23118448378226197,0.13826244297772197,0.14647038553016684,0.269706516375231,0.17793792445779688,0.16423796020079406,0.8071430749186529,0.9213276406122667,0.7042918237671841
3,0.2301607304388571,0.13485843267576644,0.9432923575315673,0.5962466010047168,0.8802340973423308,0.4165682437545285,0.958857073077585,0.9187131807403655,0.7940837766861821,0.5207371072211132,0.3345431214011231,0.03927392311561741,0.017740687182280793,0.4280213737380781,0.9609826383796698,0.9412803416211387,0.2972025820087251,0.6364335759744274,0.28422619676472155,0.0947554639295065,0.12519193547868712,0.5538433755699278,0.6029769189333763,0.6723149291340869,0.4907673699700893,0.9789257449815832,0.6573511979426613,0.7857193449122759,0.8967951406806585,0.4776067534562852,0.9566085741914804,0.6689036146739887,0.05876265185351009,0.5332164415837786,0.3091592025456663,0.19476157444725484,0.7119266475145939,0.9719830358746222,0.43088254071131854,0.34732783990879057,0.9126245325761965,0.7993596756580669,0.6106412342747973
4,0.00436698934711869,0.21533277592328112,0.7494799142774011,0.8652487349875476,0.4621009248690309,0.7046539915042334,0.3345177096481726,0.4178475165376628,0.6535240031969587,0.7492516496835817,0.4180454975578209,0.8142117969305495,0.4371182071395596,0.05115383481792854,0.20053860652567845,0.6655704296447218,0.7054726404714379,0.980060896874591,0.4152169144183602,0.7751074943752658,0.9275198353936367,0.06816080153084697,0.18492445220121592,0.28378873626200146,0.2226982568054483,0.5828224937072359,0.3488811164239192,0.5919858627635843,0.7227657387171214,0.833101609652049,0.6686442619462314,0.43711845152632517,0.15547192666673754,0.22199624186712397,0.2943771749037366,0.03123179884070599,0.4278241944126514,0.8115157832661641,0.5729916269096866,0.19093646279926468,0.5700993908050356,0.22372747061578896,0.6699971461813214
5,0.45283346857497314,0.4287668803347332,0.0933992919465165,0.027150811632547574,0.29478053538100696,0.0399296721460626,0.7958649218148446,0.306161602531248,0.21140872965701257,0.16071140178384077,0.5193806060085747,0.5030058073660185,0.39755305321788953,0.2615694698484317,0.40990326265584043,0.30765022933365094,0.6715174141892691,0.7307080873060403,0.6007927703249317,0.9565290872294603,0.9641987895639677,0.08793850517770158,0.45252907336892173,0.762935020371357,0.42287324832237283,0.0852992569293362,0.06593872773857141,0.2680132292384702,0.8676906090483285,0.25442868539390984,0.36616839707562315,0.3112982819755346,0.2659919778699433,0.8350434615555067,0.3171913746938892,0.8298862230228827,0.6130276844633583,0.9130551522626303,0.614381242339559,0.06340434621369372,0.8945523406975322,0.21767430783818414,0.7188399833807418
6,0.4651957110384134,0.7975494336125707,0.7223092575386177,0.7652709732778321,0.1847789422253472,0.33412747379590235,0.6999557328620171,0.7073669207947371,0.09948071496842327,0.432444504535336,0.2197536889813006,0.638388810604417,0.315362134406189,0.952661823318139,0.9885357139777072,0.3369862024955335,0.9631146307690668,0.7412738628157424,0.20104290011772558,0.47819048289888727,0.16864596264051215,0.7663598687279887,0.7884068479354723,0.5797686786803116,0.8992118375437864,0.7225685353529703,0.7867456791206637,0.12704027544195523,0.6128938108711882,0.26229933944038153,0.5263637721390111,0.487027549945825,0.393391343635778,0.011386501158677197,0.4186289469436916,0.9786769161849632,0.22251717679077865,0.24352406862358866,0.42233390921454134,0.2388346885575127,0.7583284428168169,0.2273440321752442,0.5416646084290151
7,0.11032694780684373,0.9547628437756538,0.8286272635262724,0.09849634649244415,0.8412681187765145,0.31190819981589185,0.7092237842523584,0.6468499259227781,0.24714951816994682,0.5180010912747224,0.6012634677942967,0.3994705574626287,0.07809662057310268,0.503125091000046,0.7928187418743178,0.8611139971082832,0.9379391029813623,0.38455855329794586,0.18986776936786381,0.8932556440933872,0.6010373875056298,0.3520518068960495,0.8800976609717667,0.13682739984635264,0.8964052743169474,0.09571388085288406,0.6942431544393098,0.3626085931017233,0.7307125234917117,0.5716618902238454,0.8297684784091197,0.3430487085652358,0.6335552800182421,0.1664941085622244,0.10480609377798224,0.09956062272437924,0.850896330138011,0.5785726844717419,0.606008867684229,0.21525996910007145,0.29250018244848147,0.6402282014429972,0.6842897860656254
8,0.7304419699385369,0.4457237373785073,0.09875773298412197,0.8474299851181587,0.2739594340379985,0.8812130134030403,0.868366812807087,0.4626014386909341,0.7745998171390253,0.3219691303410437,0.6617933649179369,0.7568241874722409,0.45864216131703794,0.026732631580640945,0.18417594161433365,0.6348188031155697,0.006825708720397739,0.856006581470404,0.4679862580283574,0.5981651823562021,0.060680244747121345,0.8735561120994039,0.5762356279840603,0.9967897042834956,0.31767788402880404,0.9487532299339855,0.8066732606102173,0.3658055402406788,0.030369089634778926,0.10133708865094831,0.2889305967637231,0.3796842079764678,0.9515263145142578,0.23274435442544053,0.29211653636378226,0.9048652888731363,0.874088976781862,0.05475845252123971,0.28163668874338676,0.706526986458961,0.4318078665948861,0.48805375442049903,0.03425992396222977
9,0.7585990579377336,0.6689342388372886,0.4469560109759546,0.8360464211511015,0.6583526425273969,0.29621630445160907,0.5445658296704925,0.9271372473624578,0.8995795740571345,0.3853507817609516,0.4521715629923425,0.3356882067038295,0.34570376412784815,0.0641443775877963,0.7935805492660944,0.17593618272677533,0.8427903964855705,0.9070909611117326,0.2563528069537803,0.4831946924128631,0.17113184157460168,0.6501702231723615,0.10550994812201255,0.03380530201296286,0.00870287255374374,0.5315185433285906,0.36464992881459024,0.2596246637177176,0.7577741520122185,0.7967526425595132,0.5721133482621171,0.5528120265744773,0.8314010465663515,0.27275530118344193,0.8824702834807235,0.11715370237304631,0.9771835621375138,0.22785048478999734,0.7834606562406656,0.448425151188626,0.9972369256388596,0.9335462061090246,0.9206181396261569
10,0.5873600945751198,0.86752338925188,0.7281981629337918,0.6065291683053416,0.4425871562986744,0.6495086483031427,0.806526974827012,0.4888442376299373,0.7075594824238871,0.4564102985544426,0.6008054639890642,0.538183606820641,0.10272684437134631,0.8964269294083739,0.11514463058356735,0.09278849472281506,0.44492055844166145,0.9225723317148445,0.1787647853021516,0.5263615625200464,0.9851767241769078,0.12368493631603357,0.658160388170887,0.4040728192843095,0.3467797303748074,0.8654892831081962,0.30246819677142794,0.13068738067593327,0.37511151406927007,0.6635199972443491,0.995271110676678,0.13226318070317228,0.5128778592446445,0.21029169308464837,0.7108229301886951,0.5865515132041588,0.5857992322907012,0.011289899173414483,0.682655049230384,0.3788161058294983,0.9657982223617767,0.5458636400498319,0.3939946804218772
